latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-16.06077,-62.0871,304.2,2.53,1.53,2023-09-09,0523,A,59,6.1NRT,291.24,22.13,N
-16.27385,-61.05965,303.23,2.09,1.41,2023-09-09,0523,A,54,6.1NRT,292.08,14.39,N
-17.28741,-60.8641,367.25,1.93,1.36,2023-09-09,0523,A,100,6.1NRT,297.25,278.69,N
-17.29062,-60.84623,335.34,1.93,1.36,2023-09-09,0523,A,100,6.1NRT,295.71,91.06,N
-17.33302,-60.81781,306.69,1.91,1.35,2023-09-09,0523,A,69,6.1NRT,293.41,16.12,N
-17.17706,-61.76321,314.73,2.27,1.46,2023-09-09,0523,A,90,6.1NRT,294.1,36.67,N
-17.18084,-61.74226,314.5,2.26,1.46,2023-09-09,0523,A,89,6.1NRT,294.26,35.52,N
-17.21042,-61.57785,345.05,2.19,1.44,2023-09-09,0523,A,100,6.1NRT,295.36,159.73,N
-17.21406,-61.55759,332.28,2.19,1.43,2023-09-09,0523,A,100,6.1NRT,294.95,94.42,N
-17.38161,-60.61152,306.8,1.85,1.33,2023-09-09,0523,A,69,6.1NRT,293.73,15.5,N
-17.19001,-61.76579,343.46,2.27,1.46,2023-09-09,0523,A,100,6.1NRT,294.94,155.41,N
-17.19376,-61.74485,327.05,2.26,1.46,2023-09-09,0523,A,100,6.1NRT,294.57,74.48,N
-17.17713,-61.74889,308.58,2.26,1.46,2023-09-09,0523,A,52,6.1NRT,294.06,19.06,N
-17.20795,-61.58468,324.82,2.19,1.44,2023-09-09,0523,A,100,6.1NRT,294.41,65.85,N
-17.21175,-61.56441,339.39,2.19,1.43,2023-09-09,0523,A,100,6.1NRT,295.83,127.49,N
-17.38921,-60.60239,307.6,1.84,1.33,2023-09-09,0523,A,72,6.1NRT,294.04,15.84,N
-17.18615,-61.77236,323.1,2.27,1.46,2023-09-09,0523,A,100,6.1NRT,294.23,59.88,N
-17.19006,-61.75145,345.05,2.26,1.46,2023-09-09,0523,A,100,6.1NRT,295.24,163.23,N
-17.19909,-61.77493,307.18,2.27,1.46,2023-09-09,0523,A,71,6.1NRT,293.97,18.12,N
-17.20299,-61.75401,308.35,2.26,1.46,2023-09-09,0523,A,74,6.1NRT,294.32,20.21,N
-17.54517,-60.89764,306.11,1.92,1.35,2023-09-09,0525,A,67,6.1NRT,292.43,16.43,N
-17.55398,-60.9178,327.61,1.93,1.36,2023-09-09,0525,A,100,6.1NRT,292.7,64.96,N
-17.55719,-60.89999,349.8,1.92,1.35,2023-09-09,0525,A,100,6.1NRT,293.82,158.28,N
-17.56603,-60.92014,349.24,1.93,1.36,2023-09-09,0525,A,100,6.1NRT,293.64,155.94,N
-17.56922,-60.90234,340.14,1.92,1.35,2023-09-09,0525,A,100,6.1NRT,293.29,110.85,N
-17.57807,-60.92249,319.07,1.93,1.36,2023-09-09,0525,A,98,6.1NRT,292.92,42.8,N
-17.72181,-60.10781,312.42,1.67,1.27,2023-09-09,0525,A,85,6.1NRT,293.24,23.22,N
-17.58473,-61.16903,304.88,2.01,1.38,2023-09-09,0525,A,62,6.1NRT,292.13,14.96,N
-17.58804,-61.17509,307.87,2.01,1.38,2023-09-09,0525,A,73,6.1NRT,292.39,21.1,N
-17.75232,-60.33105,319.26,1.73,1.29,2023-09-09,0525,A,98,6.1NRT,292.31,37.94,N
-18.57719,-62.75341,322.99,2.52,1.53,2023-09-09,0525,A,100,6.1NRT,291.82,80.39,N
-18.59073,-62.75628,313.51,2.52,1.53,2023-09-09,0525,A,87,6.1NRT,291.56,45.47,N
-18.58496,-62.75996,332.52,2.52,1.53,2023-09-09,0525,A,100,6.1NRT,292.36,123.89,N
-18.58944,-62.73666,301.55,2.51,1.52,2023-09-09,0525,A,20,6.1NRT,291.26,17.33,N
-19.47987,-60.09948,305.33,1.55,1.23,2023-09-09,0525,A,64,6.1NRT,292.36,10.91,N
-20.05404,-58.84023,334.62,1.26,1.12,2023-09-09,0525,A,100,6.1NRT,294.01,48.34,N
-20.92134,-59.84164,308.16,1.41,1.17,2023-09-09,0525,A,74,6.1NRT,290.32,14.54,N
-23.08762,-59.84492,303.09,1.3,1.13,2023-09-09,0525,A,53,6.1NRT,287.69,10.05,N
12.56727,108.99079,315.68,1.63,1.26,2023-09-09,0612,A,67,6.1NRT,293.58,12.45,D
13.18735,109.18846,312.14,1.54,1.22,2023-09-09,0612,A,55,6.1NRT,284.07,11.72,D
13.28556,108.86805,311.05,1.62,1.25,2023-09-09,0612,A,36,6.1NRT,288.35,11.15,D
13.28301,108.85277,314.02,1.62,1.25,2023-09-09,0612,A,67,6.1NRT,285.34,15.98,D
13.44935,109.16845,319.68,1.53,1.22,2023-09-09,0612,A,75,6.1NRT,286.99,23.5,D
13.44728,109.15576,311.52,1.54,1.22,2023-09-09,0612,A,62,6.1NRT,285.42,11.03,D
13.4842,108.95209,315.25,1.58,1.24,2023-09-09,0612,A,60,6.1NRT,284.64,18.52,D
13.52851,109.0163,324.26,1.57,1.23,2023-09-09,0612,A,69,6.1NRT,287.34,32.25,D
13.55322,109.09961,311.28,1.54,1.22,2023-09-09,0612,A,59,6.1NRT,286.63,11.56,D
13.68622,108.92036,319.58,1.58,1.24,2023-09-09,0612,A,75,6.1NRT,285.3,25.65,D
13.70874,108.64019,317.95,1.65,1.26,2023-09-09,0612,A,73,6.1NRT,286.67,23.25,D
14.17846,108.75185,308.15,1.59,1.24,2023-09-09,0612,A,37,6.1NRT,286.73,8.18,D
14.17288,108.51377,309.78,1.66,1.27,2023-09-09,0612,A,64,6.1NRT,277.79,14.67,D
14.1704,108.49886,323.61,1.66,1.27,2023-09-09,0612,A,81,6.1NRT,278.12,40.58,D
14.39779,109.0528,311.06,1.5,1.21,2023-09-09,0612,A,40,6.1NRT,281.02,11.34,D
24.49846,108.62352,322.56,1.13,1.06,2023-09-09,0614,A,75,6.1NRT,294.4,15.9,D
24.49667,108.61259,320.18,1.13,1.06,2023-09-09,0614,A,48,6.1NRT,295.04,12.17,D
24.51007,108.57603,318.94,1.14,1.06,2023-09-09,0614,A,28,6.1NRT,295.16,11.91,D
24.69465,108.33294,319.2,1.16,1.07,2023-09-09,0614,A,72,6.1NRT,295.3,12.61,D
24.81732,107.58057,312.52,1.26,1.12,2023-09-09,0614,A,68,6.1NRT,294.19,9.59,D
33.03589,130.649,325.6,1.16,1.07,2023-09-09,0436,A,80,6.1NRT,301.53,19.79,D
33.25568,131.64944,330.25,1.06,1.03,2023-09-09,0436,A,43,6.1NRT,304.65,18.85,D
35.0682,128.06847,319.2,1.45,1.19,2023-09-09,0438,A,46,6.1NRT,305.36,14.33,D
35.36708,129.25287,313.34,1.24,1.11,2023-09-09,0438,A,61,6.1NRT,303.03,10.19,D
35.36264,128.4767,319.11,1.36,1.15,2023-09-09,0438,A,73,6.1NRT,306.95,16.04,D
35.67874,128.45596,317.97,1.34,1.15,2023-09-09,0438,A,36,6.1NRT,304.18,13.44,D
35.73161,128.45636,318.13,1.34,1.15,2023-09-09,0438,A,72,6.1NRT,306.08,17.3,D
35.78152,126.5164,313.62,1.72,1.29,2023-09-09,0438,A,57,6.1NRT,303.09,18.11,D
37.22878,127.2955,315.55,1.45,1.19,2023-09-09,0438,A,68,6.1NRT,302.35,13.47,D
37.22247,127.29258,318.89,1.45,1.19,2023-09-09,0438,A,73,6.1NRT,300.66,18.57,D
45.00543,124.01798,311.56,1.45,1.19,2023-09-09,0442,A,36,6.1NRT,300.46,9.78,D
45.00192,124.00029,311.51,1.46,1.19,2023-09-09,0442,A,38,6.1NRT,300.16,9.46,D
45.58883,125.55183,306.17,1.21,1.09,2023-09-09,0442,A,53,6.1NRT,293.66,6.32,D
45.50485,124.27449,314.35,1.38,1.16,2023-09-09,0442,A,30,6.1NRT,301.76,11.46,D
45.76072,125.00774,310,1.26,1.12,2023-09-09,0442,A,65,6.1NRT,298.08,8.37,D
46.01841,125.85583,315.38,1.16,1.07,2023-09-09,0442,A,59,6.1NRT,298.43,11.16,D
45.85966,124.70108,322.16,1.3,1.13,2023-09-09,0442,A,56,6.1NRT,300.51,21.58,D
46.24976,126.27529,312.96,1.12,1.05,2023-09-09,0442,A,39,6.1NRT,299.41,7.53,D
46.02472,124.80252,314.64,1.28,1.12,2023-09-09,0442,A,53,6.1NRT,300.18,11.98,D
46.36415,126.16659,309.18,1.12,1.06,2023-09-09,0442,A,34,6.1NRT,297.61,6.29,D
46.37335,126.1632,313.46,1.12,1.06,2023-09-09,0442,A,71,6.1NRT,295.96,10.4,D
46.37091,126.14906,309,1.12,1.06,2023-09-09,0442,A,64,6.1NRT,296.49,6.78,D
46.30029,124.70905,310.69,1.27,1.12,2023-09-09,0442,A,41,6.1NRT,297.97,7.35,D
46.29908,124.70425,309.96,1.27,1.12,2023-09-09,0442,A,28,6.1NRT,297.85,6.71,D
46.67843,126.10162,312.23,1.12,1.05,2023-09-09,0442,A,40,6.1NRT,300.11,7.46,D
46.68761,126.09821,310.52,1.12,1.05,2023-09-09,0442,A,10,6.1NRT,299.31,5.82,D
46.8257,126.47259,312.12,1.09,1.04,2023-09-09,0442,A,21,6.1NRT,300.33,7.07,D
46.65461,124.81497,311.88,1.24,1.11,2023-09-09,0442,A,50,6.1NRT,297.85,6.66,D
46.82391,124.76907,309.19,1.24,1.1,2023-09-09,0442,A,60,6.1NRT,296.72,7.02,D
46.82101,124.75345,315.05,1.24,1.11,2023-09-09,0442,A,71,6.1NRT,297.54,13.07,D
47.1776,125.90845,311.08,1.11,1.05,2023-09-09,0442,A,45,6.1NRT,299.86,7.33,D
47.17586,125.78697,319,1.12,1.06,2023-09-09,0442,A,77,6.1NRT,298.72,14.75,D
47.18505,125.78347,309.59,1.12,1.06,2023-09-09,0442,A,21,6.1NRT,298.2,5.25,D
47.06686,124.67103,307.68,1.23,1.1,2023-09-09,0442,A,57,6.1NRT,296.57,6.05,D
46.81334,122.38452,311.24,1.58,1.24,2023-09-09,0442,A,47,6.1NRT,300.37,9.11,D
47.33897,124.8493,311.52,1.2,1.09,2023-09-09,0442,A,66,6.1NRT,296.15,10.03,D
47.33617,124.83395,316.41,1.2,1.09,2023-09-09,0442,A,73,6.1NRT,296.87,15.16,D
47.29142,124.53425,305.36,1.24,1.11,2023-09-09,0442,A,38,6.1NRT,295.01,5.4,D
47.2885,124.51845,309.21,1.24,1.11,2023-09-09,0442,A,46,6.1NRT,296.6,9.54,D
47.7736,126.76723,308.49,1.05,1.02,2023-09-09,0442,A,47,6.1NRT,297.29,4.97,D
47.64163,124.66959,307.12,1.21,1.09,2023-09-09,0442,A,56,6.1NRT,296.91,7.03,D
47.92714,125.20736,313.93,1.14,1.07,2023-09-09,0442,A,71,6.1NRT,295.93,11.34,D
47.92451,125.19264,313.84,1.14,1.07,2023-09-09,0442,A,71,6.1NRT,296.06,11.49,D
48.12822,125.00304,308.64,1.15,1.07,2023-09-09,0442,A,58,6.1NRT,297.51,5.59,D
47.91206,123.49358,310.55,1.32,1.14,2023-09-09,0442,A,41,6.1NRT,297.4,8.96,D
48.29951,125.38568,307.03,1.12,1.05,2023-09-09,0442,A,58,6.1NRT,296.69,4.89,D
49.74874,136.65063,311.22,1.95,1.36,2023-09-09,0442,A,48,6.1NRT,296.67,22.2,D
48.63826,126.63274,311.17,1.03,1.02,2023-09-09,0442,A,70,6.1NRT,294.86,7.68,D
48.63605,126.61906,310.07,1.04,1.02,2023-09-09,0442,A,69,6.1NRT,296.68,7.07,D
48.46909,124.80766,308.88,1.16,1.07,2023-09-09,0442,A,43,6.1NRT,297.27,6.63,D
48.49526,124.87084,306.42,1.15,1.07,2023-09-09,0442,A,59,6.1NRT,295.65,5.93,D
48.49255,124.8558,306.09,1.15,1.07,2023-09-09,0442,A,58,6.1NRT,295.46,5.82,D
48.89851,125.50727,308.84,1.09,1.04,2023-09-09,0442,A,65,6.1NRT,294.91,7.03,D
49.27343,125.39343,302.01,1.08,1.04,2023-09-09,0442,A,43,6.1NRT,290.61,2.26,D
49.75149,126.01083,307.93,1.04,1.02,2023-09-09,0442,A,66,6.1NRT,292.46,7.87,D
50.84602,134.96365,311.62,1.66,1.27,2023-09-09,0442,A,72,6.1NRT,292.15,21.16,D
50.87603,134.91014,304.37,1.65,1.26,2023-09-09,0442,A,46,6.1NRT,291.12,10.58,D
49.73117,124.61627,308.5,1.12,1.06,2023-09-09,0442,A,44,6.1NRT,294.29,5.46,D
50.01439,124.95538,309.4,1.09,1.04,2023-09-09,0442,A,69,6.1NRT,293.77,9.2,D
50.01185,124.94076,311.79,1.09,1.04,2023-09-09,0442,A,72,6.1NRT,293.55,11.29,D
51.56633,135.77489,308.71,1.85,1.33,2023-09-09,0442,A,67,6.1NRT,294.65,17.6,D
50.56121,126.04355,311.76,1.02,1.01,2023-09-09,0442,A,60,6.1NRT,291.5,9.99,D
52.25599,135.00824,300.23,1.74,1.29,2023-09-09,0442,A,32,6.1NRT,289.75,9.14,D
52.25394,134.9821,315.53,1.73,1.29,2023-09-09,0442,A,76,6.1NRT,290.47,32.01,D
52.25149,135.00293,306.22,1.74,1.29,2023-09-09,0442,A,48,6.1NRT,289.62,14.87,D
52.2496,134.97716,308.92,1.73,1.29,2023-09-09,0442,A,64,6.1NRT,289.62,18.67,D
5.06347,-52.5444,306,1.17,1.08,2023-09-09,0516,A,66,6.1NRT,292.15,7.4,N
1.7586,-55.75488,304.34,1.73,1.29,2023-09-09,0516,A,60,6.1NRT,292.15,11.5,N
-1.18417,-54.03529,306.69,1.2,1.09,2023-09-09,0518,A,69,6.1NRT,292.82,8.23,N
-2.47872,-49.33826,302.96,1.16,1.07,2023-09-09,0518,A,52,6.1NRT,291.65,4.8,N
-2.48827,-49.33963,313.82,1.16,1.07,2023-09-09,0518,A,88,6.1NRT,292.01,14.01,N
-2.77439,-49.53458,302.19,1.14,1.06,2023-09-09,0518,A,47,6.1NRT,292.06,4.11,N
-2.9034,-49.51366,303.61,1.15,1.07,2023-09-09,0518,A,56,6.1NRT,292.36,5.23,N
-2.92253,-49.38049,313.99,1.17,1.07,2023-09-09,0518,A,88,6.1NRT,292.27,14.05,N
-2.92401,-49.37017,325.38,1.17,1.08,2023-09-09,0518,A,100,6.1NRT,292.66,27.75,N
-2.93211,-49.38184,316.1,1.17,1.07,2023-09-09,0518,A,93,6.1NRT,292.54,16.3,N
-2.9336,-49.37155,322.34,1.17,1.08,2023-09-09,0518,A,100,6.1NRT,293.03,23.71,N
-2.66494,-51.64272,309.16,1,1,2023-09-09,0518,A,77,6.1NRT,292.9,7.8,N
-3.30609,-47.3194,302.81,1.6,1.25,2023-09-09,0518,A,35,6.1NRT,288.95,11.12,N
-3.14946,-48.72458,302.04,1.28,1.12,2023-09-09,0518,A,31,6.1NRT,291.47,6.08,N
-2.80108,-51.35098,303.78,1,1,2023-09-09,0518,A,42,6.1NRT,292.67,4.44,N
-2.82257,-51.82269,306.93,1,1,2023-09-09,0518,A,70,6.1NRT,293.36,5.3,N
-2.83996,-51.84,307.58,1,1,2023-09-09,0518,A,72,6.1NRT,293.61,6.01,N
-2.84887,-51.84128,311.81,1,1,2023-09-09,0518,A,83,6.1NRT,293.75,8.75,N
-2.97606,-51.54058,305.86,1,1,2023-09-09,0518,A,65,6.1NRT,292.83,5.05,N
-2.97738,-51.5317,321.55,1,1,2023-09-09,0518,A,100,6.1NRT,293.4,17.7,N
-2.9863,-51.53299,318.84,1,1,2023-09-09,0518,A,97,6.1NRT,293.17,14.86,N
-4.28422,-43.81012,307.17,3.14,1.68,2023-09-09,0518,A,71,6.1NRT,290.39,34.12,N
-4.28825,-43.78189,386.92,3.16,1.68,2023-09-09,0518,A,100,6.1NRT,292.81,971.6,N
-4.29219,-43.75434,359.65,3.18,1.69,2023-09-09,0518,A,100,6.1NRT,291.45,449.84,N
-2.66238,-54.96224,306.3,1.3,1.13,2023-09-09,0518,A,67,6.1NRT,294.12,7.85,N
-4.28597,-43.78916,364.01,3.16,1.68,2023-09-09,0518,A,100,6.1NRT,291.59,513.28,N
-4.28973,-43.76139,368.4,3.18,1.69,2023-09-09,0518,A,100,6.1NRT,292.09,589.92,N
-4.30096,-43.7914,324.18,3.16,1.68,2023-09-09,0518,A,100,6.1NRT,290.83,110.68,N
-4.30481,-43.76316,340.69,3.18,1.69,2023-09-09,0518,A,100,6.1NRT,291,233.42,N
-2.90973,-54.07785,303.65,1.15,1.07,2023-09-09,0518,A,56,6.1NRT,293.31,5.51,N
-3.55654,-50.09201,303,1.1,1.04,2023-09-09,0518,A,53,6.1NRT,292.92,4.26,N
-3.00341,-53.87247,306.92,1.12,1.06,2023-09-09,0518,A,40,6.1NRT,293.73,6.45,N
-3.01131,-53.88376,307.4,1.12,1.06,2023-09-09,0518,A,63,6.1NRT,294.11,7.03,N
-3.01281,-53.87386,307.22,1.12,1.06,2023-09-09,0518,A,66,6.1NRT,293.98,6.84,N
-3.62166,-50.22942,305.86,1.08,1.04,2023-09-09,0518,A,66,6.1NRT,292.81,5.73,N
-3.62309,-50.2198,306.75,1.08,1.04,2023-09-09,0518,A,69,6.1NRT,292.84,6.39,N
-3.48672,-51.20729,318.33,1.01,1.01,2023-09-09,0518,A,97,6.1NRT,293.51,14.71,N
-3.48804,-51.19831,305.15,1.01,1.01,2023-09-09,0518,A,63,6.1NRT,292.77,4.6,N
-3.62972,-50.2266,306.47,1.08,1.04,2023-09-09,0518,A,68,6.1NRT,292.89,6.62,N
-3.42433,-51.99804,321.57,1,1,2023-09-09,0518,A,100,6.1NRT,289.98,20.71,N
-4.03418,-48.06354,314.8,1.45,1.19,2023-09-09,0518,A,90,6.1NRT,292.98,20.74,N
-3.14646,-54.08012,308.07,1.14,1.07,2023-09-09,0518,A,73,6.1NRT,293.12,8.76,N
-4.03789,-48.07085,307.43,1.45,1.19,2023-09-09,0518,A,71,6.1NRT,292.74,12.55,N
-4.03971,-48.05786,307.53,1.46,1.19,2023-09-09,0518,A,72,6.1NRT,293,12.7,N
-3.55745,-51.53458,305.09,1,1,2023-09-09,0518,A,63,6.1NRT,292.99,4.81,N
-3.65674,-54.81644,309.71,1.24,1.1,2023-09-09,0518,A,78,6.1NRT,292.22,11.24,N
-4.46517,-55.0253,304.18,1.24,1.11,2023-09-09,0518,A,43,6.1NRT,292.07,6.19,N
-4.40446,-55.54965,302.21,1.34,1.15,2023-09-09,0518,A,39,6.1NRT,292.02,5.42,N
-5.39553,-49.73761,322.87,1.19,1.08,2023-09-09,0518,A,100,6.1NRT,293.64,25.95,N
-5.39704,-49.72709,304.86,1.19,1.09,2023-09-09,0518,A,62,6.1NRT,293.15,7.18,N
-4.53754,-55.69783,307.42,1.36,1.16,2023-09-09,0518,A,71,6.1NRT,292.54,10.29,N
-4.68477,-55.73304,308.62,1.36,1.16,2023-09-09,0518,A,75,6.1NRT,292.91,11.64,N
-5.53443,-51.19216,303.65,1.04,1.02,2023-09-09,0518,A,56,6.1NRT,293.07,5.15,N
-5.74556,-53.49366,306.23,1.03,1.02,2023-09-09,0518,A,62,6.1NRT,294.57,5.41,N
-5.75324,-53.50412,305.56,1.03,1.02,2023-09-09,0518,A,44,6.1NRT,294.36,4.75,N
-5.80511,-53.34357,308.62,1.02,1.01,2023-09-09,0518,A,67,6.1NRT,293.5,7.4,N
-5.80648,-53.33444,319.07,1.02,1.01,2023-09-09,0518,A,98,6.1NRT,294.77,15.94,N
-5.80784,-53.32534,313.32,1.02,1.01,2023-09-09,0518,A,81,6.1NRT,294.26,10.56,N
-7.32064,-42.75447,302.11,4.25,1.91,2023-09-09,0518,A,30,6.1NRT,290.43,37.26,N
-7.32305,-42.76287,304.43,4.25,1.91,2023-09-09,0518,A,52,6.1NRT,290.15,47.53,N
-5.92821,-53.38357,321.94,1.03,1.01,2023-09-09,0518,A,100,6.1NRT,294.64,19.56,N
-5.92959,-53.37443,319.19,1.02,1.01,2023-09-09,0518,A,98,6.1NRT,295.18,16.88,N
-5.87841,-53.77239,304.27,1.05,1.02,2023-09-09,0518,A,59,6.1NRT,292.98,4.99,N
-5.93723,-53.38488,311.69,1.03,1.01,2023-09-09,0518,A,83,6.1NRT,293.7,10.51,N
-5.99877,-53.52213,307.4,1.03,1.02,2023-09-09,0518,A,71,6.1NRT,293.57,7.28,N
-6.00017,-53.51296,305.21,1.03,1.01,2023-09-09,0518,A,63,6.1NRT,293.45,5.92,N
-6.56902,-51.10441,314.19,1.06,1.03,2023-09-09,0518,A,89,6.1NRT,294.64,12.76,N
-6.57042,-51.0948,316.43,1.06,1.03,2023-09-09,0518,A,93,6.1NRT,294.77,14.92,N
-6.4095,-53.6739,304.66,1.04,1.02,2023-09-09,0518,A,61,6.1NRT,293.19,5.61,N
-6.28581,-55.37612,300.83,1.23,1.1,2023-09-09,0518,A,34,6.1NRT,290.21,4.48,N
-6.64711,-53.13609,305.88,1.01,1,2023-09-09,0518,A,66,6.1NRT,293.82,5.7,N
-6.42574,-55.07387,300.33,1.18,1.08,2023-09-09,0518,A,25,6.1NRT,289.02,4.29,N
-6.42737,-55.06337,302.62,1.18,1.08,2023-09-09,0518,A,50,6.1NRT,288.89,6.13,N
-6.42899,-55.0529,301.38,1.18,1.08,2023-09-09,0518,A,41,6.1NRT,288.56,5.1,N
-6.48196,-55.09304,300.15,1.18,1.08,2023-09-09,0518,A,19,6.1NRT,289.26,4.29,N
-6.04081,-58.04871,305.23,1.91,1.35,2023-09-09,0518,A,63,6.1NRT,292.12,14.21,N
-7.16834,-50.54399,304.15,1.13,1.06,2023-09-09,0518,A,59,6.1NRT,292.09,6.25,N
-21.66359,131.58214,315.47,3.9,1.84,2023-09-09,0601,A,52,6.1NRT,300.75,40.52,D
-21.65909,131.57603,314.89,3.9,1.84,2023-09-09,0601,A,46,6.1NRT,300.7,37.21,D
-22.62248,122.02729,326.63,1.01,1,2023-09-09,0601,A,34,6.1NRT,312.48,6.85,D
-22.62391,122.01759,328.09,1.01,1,2023-09-09,0601,A,54,6.1NRT,314.54,8.94,D
-22.62171,121.908,354.98,1,1,2023-09-09,0601,A,97,6.1NRT,311.15,58.6,D
-34.62668,117.30164,311.51,2.06,1.4,2023-09-09,0559,A,71,6.1NRT,292.01,25.97,D
-22.62313,121.89834,401.35,1,1,2023-09-09,0601,A,100,6.1NRT,318.73,247.37,D
-22.62455,121.88867,347.12,1,1,2023-09-09,0601,A,91,6.1NRT,308.1,42.34,D
-22.60276,121.97416,332.23,1.01,1,2023-09-09,0601,A,57,6.1NRT,309.97,15.38,D
-22.60419,121.96448,330.75,1.01,1,2023-09-09,0601,A,39,6.1NRT,309.24,12.26,D
-22.60562,121.9548,337.63,1.01,1,2023-09-09,0601,A,66,6.1NRT,313.04,21.3,D
-22.60705,121.94512,335.69,1,1,2023-09-09,0601,A,58,6.1NRT,313.68,18.94,D
-22.61133,121.91611,351.11,1,1,2023-09-09,0601,A,94,6.1NRT,312.72,47.49,D
-22.61276,121.90645,392.76,1,1,2023-09-09,0601,A,100,6.1NRT,317.4,197.43,D
-22.61418,121.89678,423.65,1,1,2023-09-09,0601,A,100,6.1NRT,325.27,412.69,D
-22.6156,121.88712,408.4,1,1,2023-09-09,0601,A,100,6.1NRT,320.36,293.43,D
-22.59094,121.99196,333.84,1.01,1,2023-09-09,0601,A,77,6.1NRT,310.01,18.54,D
-22.59237,121.98228,337.8,1.01,1,2023-09-09,0601,A,74,6.1NRT,310.57,25,D
-22.59953,121.93388,336.87,1,1,2023-09-09,0601,A,56,6.1NRT,312.61,20.27,D
-22.60095,121.92422,342.51,1,1,2023-09-09,0601,A,87,6.1NRT,310.49,30.19,D
-22.60381,121.90489,343.06,1,1,2023-09-09,0601,A,88,6.1NRT,298.77,33.46,D
-22.60523,121.89523,340.54,1,1,2023-09-09,0601,A,85,6.1NRT,301.14,28.84,D
-22.59057,121.93233,368.05,1,1,2023-09-09,0601,A,100,6.1NRT,312.97,92.57,D
-22.58162,121.93076,361.22,1,1,2023-09-09,0601,A,100,6.1NRT,311.79,74.15,D
-22.55062,121.94837,336.44,1.01,1,2023-09-09,0601,A,33,6.1NRT,308.48,22.5,D
-22.55204,121.93871,341.08,1.01,1,2023-09-09,0601,A,85,6.1NRT,309.45,29.46,D
-22.25277,123.00575,335.91,1.06,1.03,2023-09-09,0601,A,82,6.1NRT,309.71,25.11,D
-22.27183,122.82204,333.93,1.05,1.02,2023-09-09,0601,A,70,6.1NRT,308.43,20.06,D
-34.62854,117.27902,308.54,2.07,1.4,2023-09-09,0559,A,65,6.1NRT,291.68,20.2,D
-22.25803,122.85058,332.14,1.05,1.02,2023-09-09,0601,A,45,6.1NRT,301.03,17.29,D
-34.63847,117.29591,312.43,2.06,1.4,2023-09-09,0559,A,72,6.1NRT,291.76,28.23,D
-22.26426,122.81035,331.75,1.05,1.02,2023-09-09,0601,A,38,6.1NRT,306.22,17.4,D
-34.62584,117.29425,306.87,2.06,1.4,2023-09-09,0559,A,31,6.1NRT,292.42,16.67,D
-22.25089,122.84266,336.09,1.05,1.02,2023-09-09,0601,A,35,6.1NRT,298.39,22.62,D
-32.77388,116.33434,306.48,2.26,1.46,2023-09-09,0559,A,46,6.1NRT,290.59,20.47,D
-22.25243,122.83259,370.87,1.05,1.02,2023-09-09,0601,A,100,6.1NRT,310.39,110.24,D
-22.25396,122.82253,358.53,1.05,1.02,2023-09-09,0601,A,99,6.1NRT,310.28,71.9,D
-31.73513,120.31483,335.34,1.25,1.11,2023-09-09,0559,A,87,6.1NRT,303.08,40.41,D
-22.24022,122.85108,348.52,1.05,1.02,2023-09-09,0601,A,81,6.1NRT,297.25,46.95,D
-22.24176,122.84101,365.46,1.05,1.02,2023-09-09,0601,A,100,6.1NRT,299.39,92.88,D
-22.2433,122.83094,352.96,1.05,1.02,2023-09-09,0601,A,96,6.1NRT,306.01,57.66,D
-31.73669,120.30162,315.53,1.25,1.11,2023-09-09,0559,A,63,6.1NRT,302.45,9.23,D
-21.71969,119.69109,388.08,1.06,1.03,2023-09-09,0601,A,100,6.1NRT,323.67,185.48,D
-27.03408,129.87564,315.01,2.23,1.45,2023-09-09,0559,A,46,6.1NRT,302.66,14.14,D
-21.72105,119.68097,338.33,1.06,1.03,2023-09-09,0601,A,82,6.1NRT,317.34,22.9,D
-27.0371,129.87144,316.84,2.23,1.45,2023-09-09,0559,A,56,6.1NRT,302.1,19.1,D
-21.71049,119.68964,340.54,1.06,1.03,2023-09-09,0601,A,85,6.1NRT,317.95,26.53,D
-21.70128,119.68817,335.29,1.06,1.03,2023-09-09,0601,A,79,6.1NRT,317.11,18.34,D
-20.58555,126.60727,324.64,1.79,1.31,2023-09-09,0601,A,22,6.1NRT,307.44,15.6,D
-20.60034,126.52365,324.4,1.77,1.3,2023-09-09,0601,A,67,6.1NRT,305.7,21.17,D
-20.60328,126.50702,341.53,1.76,1.3,2023-09-09,0601,A,88,6.1NRT,306.52,77.04,D
-20.5506,126.60013,326.48,1.79,1.31,2023-09-09,0601,A,70,6.1NRT,308.17,20.6,D
-20.9125,124.25565,324.44,1.25,1.11,2023-09-09,0601,A,11,6.1NRT,308.34,8.8,D
-20.90069,124.26565,328.31,1.25,1.11,2023-09-09,0601,A,37,6.1NRT,309.15,14.24,D
-20.86321,124.30759,324.76,1.26,1.11,2023-09-09,0601,A,44,6.1NRT,308.69,11.11,D
-20.83149,124.31381,326.24,1.26,1.11,2023-09-09,0601,A,42,6.1NRT,309.62,12.55,D
-20.23502,126.03399,367.12,1.66,1.27,2023-09-09,0601,A,94,6.1NRT,305.79,193.74,D
-20.21831,126.06313,358.25,1.67,1.27,2023-09-09,0601,A,93,6.1NRT,297.32,139.84,D
-20.22104,126.04743,435.73,1.66,1.27,2023-09-09,0601,A,100,6.1NRT,321.12,1112.09,D
